,Date,Original_Tweet,Clean_Tweet,Sentiment
0,2020-04-19,RT @GlblCtzn: .@priyankachopra is calling on leaders to help protect refugees from COVID-19 by providing them with quality health care and…,call leader help protect refuge covid19 provid qualiti health care,0.7962236169975001
1,2020-04-19,RT @OGSG_Official: OGUN STATE SUPPORT FOR CBN-NIRSAL COVID-19 TARGETED CREDIT FACILITY - TCF https://t.co/koWBQECoQq,ogun state support cbn nirsal covid19 target credit facil tcf,0.7277090997925625
2,2020-04-19,"RT @AdvoBarryRoux: These 5 police officials based at Namahadi police station were busy drinking liquor at a certain tavern whilst on duty,…",polic offici base namahadi polic station busi drink liquor certain tavern whilst duti,0.7124613029056869
3,2020-04-19,"RT @MobilePunch: COVID-19: Oyo discharges two patients
https://t.co/eQRE00ZiJo",covid19 oyo discharg two patient,0.2593882659995974
4,2020-04-19,My Condolences to the Family of those who did not survive #Covid_19!,condol famili surviv,0.1969418074942149
5,2020-04-19,RT @DrJMZimmerman: I received this text from my 19 year old son who is working with COVID patients. To those who equate quarantine with com…,receiv text year old son work covid19 patient equat quarantin com,0.767046131624189
6,2020-04-19,Taiwan's Vice-President Chen Chien-jen on his country's fight with Covid-19  https://t.co/SmdtNFAFZf,taiwan vice presid chen chien jen countri fight covid19,0.24797462768463138
7,2020-04-19,RT @morethanmySLE: BREAKING: A New York woman with #coronavirus symptoms died last week after being prescribed a drug cocktail with known c…,break new york woman symptom die last week prescrib drug cocktail known ,0.746903318469558
8,2020-04-19,Horrible tragedy in Nova Scotia today. How will these families get closure during the pandemic? Will there be funer… https://t.co/okGy9PfPZB,horribl tragedi nova scotia today famili get closur pandem funer,0.24494765814001587
9,2020-04-19,"@TahirsyeedK @sagarikaghose Covid-19 can be cured sooner or later,but who will cure the Ghose virus ?",covid19 cure sooner later cure ghose viru,0.2982248753256834
10,2020-04-19,RT @JoeNBC: January 22nd:  “We have it totally under control. It’s one person coming in from China. We have it under control. It’s going to…,januari nd total control one person come china control go,0.19762010247624093
11,2020-04-19,"RT @BuckSexton: Doctor friend who is delivering babies during this crisis told me very interesting data from 2 large nyc area hospitals:

T…",doctor friend deliv babi crisi told interest data larg nyc area hospit,0.1831272562207045
12,2020-04-19,RT @KatiePhang: “‘[COVID-19] can attack almost anything in the body with devastating consequences.  Its ferocity is breathtaking and humbli…,covid19 attack almost anyth bodi devast consequ feroc breathtak humbl,0.750348908851466
13,2020-04-19,RT @ClevelandClinic: Prevention is key. Know the simple steps you can take today to protect yourself from #COVID19 https://t.co/BKDX2NsMX2…,prevent key know simpl step take today protect,0.29908607708255724
14,2020-04-19,RT @SaharaReporters: BREAKING: Jigawa Records First COVID-19 Case | Sahara Reporters https://t.co/XUkSsnCp77,break jigawa record first covid19 case sahara report,0.29310377006639765
15,2020-04-19,"RT @JoeConchaTV: Wallace to Pelosi on her also downplaying COVID-19: If the president underplayed the threat in the early days, Speaker Pel…",wallac pelosi also downplay covid19 presid underplay threat earli day speaker pel,0.2826556567139979
16,2020-04-19,RT @OIC_IPHRC: 1/2 #OIC-IPHRC condemns the unrelenting vicious #Islamophobic campaign in #India  maligning Muslims for spread of #COVID-19…,iphrc condemn unrel viciou campaign malign muslim spread,0.30843781799159187
17,2020-04-22,"RT @Always_a_Yes: Less than 3000 British People were killed on D-Day.
Circa 10 times that number will be dead in the UK from COVID-19 by ne…",le british peopl kill day circa time number dead uk covid19 ne,0.3017287710079354
18,2020-04-22,@ronnieClarke69 @SkySportsNews Tails between their legs and then opened the stadium up to be used as a covid 19 tes… https://t.co/J9zOGb873q,tail leg open stadium use covid19 te,0.7406387858909418
19,2020-04-22,"RT @COsweda: The TREATMENT--not the mortality rate--was on track to destroying our medical system.

During any given flu season, about 10 p…",treatment mortal rate track destroy medic system given flu season ,0.2806150706204556
20,2020-04-22,RT @victorialwalton: Officers say they cannot speak to motivations at this point. They also say they haven’t made any links to the COVID-19…,offic say speak motiv point also say made link covid19,0.32304645651363384
21,2020-04-22,"RT @aplusk: Mila and I are launching Quarantine Wine!
100% of the profits will go to Covid-19 relief efforts!
#QuarantineWine #SocialDistan…",mila launch quarantin wine profit go covid19 relief effort,0.8347199742167821
22,2020-04-22,RT @keithgerein: COVID-19: Alberta doctors slam province for 'shoddy' masks https://t.co/Wl0BMZzJSE #abhealth #covid19ab,covid19 alberta doctor slam provinc shoddi mask,0.7489610127654015
23,2020-04-22,@jettaboldt @SkyNews Of course! 😃 I'm still right about the smoking though. Approx. 1% of the people who have been… https://t.co/OHz60pqzet,cours still right smoke though approx peopl,0.6696248396426644
24,2020-04-22,"RT @Aramidee_sl: This is so touching 
Funke Akindele releases statement on the importance of maintaining social distancing in the fight aga…",touch funk akindel releas statement import maintain social distanc fight aga,0.23086620078865908
25,2020-04-22,"RT @JoeNBC: The most economically, scientifically, and technologically advanced country on the planet is ranked 38th in tests per person. D…",econom scientif technolog advanc countri planet rank th test per person,0.7095459644748306
26,2020-04-22,"RT @Lrihendry: So let me get this straight

WHO conspires with China to mislead US on COVID-19

Trump threatens to defund WHO for providing…",let get straight conspir china mislead covid19 trump threaten defund provid,0.25785650986052977
27,2020-04-22,We all know COVID-19 is a hoax set for the NWO those who are asleep are the sheep who follow ANYTHING the media tel… https://t.co/QBhbICevuV,know covid19 hoax set nwo asleep sheep follow anyth medium tel,0.24205360365289305
28,2020-04-22,"RT @BaloziYatani: National treasury’s response to Covid-19 pandemic cuts across all  sectors;Health, water, etc. So far Ksh 18B has been di…",nation treasuri respons covid19 pandem cut across sector health water etc far ksh di,0.717143548103639
29,2020-04-22,RT @tgeducation: The @EducEndowFoundn has produced a set of resources designed to be used by schools and parents/carers to support home lea…,produc set resourc design use school parent carer support home lea,0.7017021029319152
30,2020-04-22,@jadande What casino will open themselves up to a lawsuit if a COVID-19 cluster is traced to them?,casino open lawsuit covid19 cluster trace,0.2148915761490969
31,2020-04-22,"RT @faizan0008: COVID-19: Diabetic man dies of lack of food, medicine at Delhi quarantine centre
Mohamed Musthafa, a resident of Coimbatore…",covid19 diabet man dy lack food medicin delhi quarantin centr moham musthafa resid coimbator,0.2968372129848235
32,2020-04-22,"RT @sparksandcake: Sharing again for Katie and her sweet family. They need help more than ever ❤️ @Mom2Nemo 

COVID-19 relief for the Coelh…",share kati sweet famili need help ever covid19 relief coelh,0.6623211332536401
33,2020-04-22,RT @RepLeeZeldin: Had a great meeting w/ @realDonaldTrump today @WhiteHouse to discuss the ongoing response to COVID-19. Grateful for the p…,great meet today discu ongo respons covid19 grate ,0.7405212047390124
34,2020-04-22,"RT @blakesmustache: Let’s be clear about COVID-19 testing. It’s late April. By now, Trump could have as many tests as he wants. He admitted…",let clear covid19 test late april trump could mani test want admit,0.7134126554245339
35,2020-04-22,"RT @maddow: ""When 13News pointed out all the items listed in the PPE kits are used by medical staff fighting COVID-19, the VA then offered…",news point item list ppe kit use medic staff fight covid19 va offer,0.7076256141213004
36,2020-04-22,"RT @uofl: UofL has developed a technology believed to block the novel coronavirus from infecting human cells.

UofL researchers hope to fas…",uofl develop technolog believ block novel coronaviru infect human cell uofl research hope fa,0.3035985667597488
37,2020-04-22,"RT @Amy_Siskind: It's not rocket science, it's simply the math.
By next week we will have lost more Americans to Covid-19 in 6 weeks than w…",rocket scienc simpli math next week lost american covid19 week ,0.2192846708794733
38,2020-04-22,RT @ajaydevgn: Dhanyawad @PMOIndia @narendramodi for creating a personal bodyguard for every Indian to fight COVID-19. #SetuMeraBodyguard h…,dhanyawad creat person bodyguard everi indian fight covid19 ,0.3408110152426217
39,2020-04-23,RT @SVRising: No one should be sent home without pay while the billionaire they work for lines his own pocket. Yet while @Tesla CEO @elonmu…,one sent home without pay billionair work line pocket yet ceo,0.27003536478213386
40,2020-04-23,"RT @patricksavalle: The #Covid_19 epidemic is Sweden is ending all by itself. Without lock down. As added bonus:

- Swedish population now…",epidem sweden end without lock ad bonu swedish popul,0.2617312884497272
41,2020-04-23,"RT @tracybeanz: THREAD: Many of you have seen the articles posted on @UncoverDC 
1. The Curve is Already Flat, written by @AJKayWriter  htt…",thread mani seen articl post curv alreadi flat written htt,0.8104056241752732
42,2020-04-23,"For those who doubt or deny the severity, intensity, or reality of COVID-19, I wish you could look into the eyes of… https://t.co/kZA5lhqLXk",doubt deni sever intens realiti covid19 wish could look eye,0.6718416462617054
43,2020-04-23,"RT @thecableng: Ekiti records first COVID-19 death — a new mother | TheCable https://t.co/fbW00hkO8Q

#COVID19 #StayHome https://t.co/JbIY4…",ekiti record first covid19 death new mother thecabl,0.7438710914372534
44,2020-04-23,"RT @Murp1953Tim: @secupp This interview is one for the books. I fear for her citizens.

What’s about to happen in Las Vegas will not stay i…",interview one book fear citizen happen la vega stay,0.6983065582015313
45,2020-04-23,"RT @TimeHomeless: As we continue to deliver our services during the pandemic, we are actively seeking opportunities @CharityHourUK for fund…",continu deliv servic pandem activ seek opportun fund,0.28389165693790924
46,2020-04-23,RT @mikiebarb: On today's Daily: @adamliptak explains a major Supreme Court decision on jury verdicts that may offers clues to how justices…,today daili elain major suprem court decis juri verdict may offer clue justic,0.7431275298360763
47,2020-04-23,"RT @CBSNews: Yosemite National Park is closed to visitors. Now, bears are thriving. https://t.co/B63nzsDeqe https://t.co/5mISWUMdOu",yosemit nation park close visitor bear thrive,0.19572218052199336
48,2020-04-23,"RT @NeetuGarcha: Stewart says he's proud of all Vancouver residents who are following orders and helping to flatten the curve.

As the outb…",stewart say proud vancouv resid follow order help flatten curv outb,0.7041281637058263
49,2020-04-23,RT @jonstern100: Who controls the British Government response to Covid–19? Great article by @VanessaBeeley https://t.co/mXunbSxKSv via @ukc…,control british govern respons covid19 great articl via,0.7195786223424897
50,2020-04-23,"RT @daniel_abugre: .@kojoagyyeman reports on the process at the Noguchi Memorial Institute on doing COVID-19 tests. | More here: 
https://t…",report process noguchi memori institut covid19 test,0.22656853201038585
51,2020-04-23,"RT @GrassrootsSpeak: 75 Public Companies Took COVID-19 Loans Meant for Small Businesses

Can we admit that the Federal response was a screw…",public compani took covid19 loan meant small busi admit feder respons screw,0.6874406217372377
52,2020-04-23,"RT @ellencarmichael: Houston’s KPRC is out with an exposé on COVID-19 reality there. They report that in Houston metro area, which is home…",houston kprc covid19 realiti report houston metro area home,0.7445399111397895
53,2020-04-23,RT @ErrataRob: The covid-19 is causing an outbreak of pseudo-science. I thought I'd spend some time talking about what science actually is.…,covid19 caus outbreak pseudo scienc thought spend time talk scienc actual,0.2817027224871373
54,2020-04-23,RT @maddow: ...a spokeswoman said the VA “decided to sell a small amount of excess equipment that was procured to be used for Ebola treatme…,spokeswoman said va decid sell small amount excess equip procur use ebola treatm,0.26980373548596326
55,2020-04-23,RT @MaryLouMcDonald: There must be no solo run by govt on 'exit plan' and wind down of public health restrictions. Consultation and agreeme…,must solo run govt exit plan wind public health restrict consult agreem,0.28455454290450644
56,2020-04-23,RT @euronews: The warning comes after Greek authorities announced that 150 people tested positive at a locked-down migrant hotel in the cou…,warn come greek author announc peopl test posit lock migrant hotel cou,0.2978073337481635
57,2020-04-23,"RT @DiazCanelB: Severely punish those challenging measures against COVID-19.
#CubaSalvaVidas #SomosCuba #SomosContinuidad 
https://t.co/XyO…",sever punish challeng measur covid19,0.18942235635848703
58,2020-04-23,"RT @DeeOneAyekooto: ""COVID-19 testing was temporarily suspended in Kano bc some staff tested positive and testing kits got finished.""

Heal…",covid19 test temporarili suspend kano bc staff test posit test kit got finish heal,0.29665405852640114
59,2020-04-23,"RT @YouthKiAwaaz: #COVID-19, self-quarantine, and social-distancing have all changed how we interact with each other, but also in many ways…",self quarantin social distanc chang interact also mani way,0.268517712621004
60,2020-04-24,"45 will go to the depths of hell for less than a $Grand, even if some have to pay with their lives.

Trump has a di… https://t.co/QYmBiiWcLt",go depth hell le grand even pay life trump di,0.7324862448619416
61,2020-04-24,"RT @narendramodi: Exchanged views on the COVID-19 pandemic with PM @leehsienloong, and thanked him for the support and care being extended…",exchang view covid19 pandem pm thank support care extend,0.7237010590288879
62,2020-04-24,"The good news: tons of people contacted 13News to help a veteran who’s being evicted by his landlord.

The bad news… https://t.co/NNxG0oCYUL",good news ton peopl contact news help veteran evict landlord bad news,0.679349511385893
63,2020-04-24,"RT @elamin88: A good, straight-forward read. https://t.co/vOyXBpXLv6",good straight forward read,0.2150555437633081
64,2020-04-24,"RT @juliareinstein: Writing the stories of who has been lost in the pandemic has been gutting, but an honor. 

You get to know someone you'…",write stori lost pandem gut honor get know someon,0.763715170952876
65,2020-04-24,RT @RudyGiuliani: This is the warrior against Covid-19 suited up and ready to go on 77 WABC radio.  Listen 4p-6p today https://t.co/O2dJIWP…,warrior covid19 suit readi go wabc radio listen today,0.18312675047678603
66,2020-04-24,Fire In The Bone: COVID 19  VICTORY DANCE......News from around the ... https://t.co/xlLaPA8xDL,fire bone covid19 victori danc news around,0.6683697691591339
67,2020-04-24,"Waiting for the intersection between ""UV radiation purifies the skin"" and ""5G is causing Covid-19!""",wait intersect uv radiat purifi skin caus covid19,0.31264944375004167
68,2020-04-24,RT @EngnrDan: A group of artists has just decided to draw Governor Joho and our wonderful healthcare workers to honour him for his COVID-19…,group artist decid draw governor joho wonder healthcar worker honour covid19,0.7423723416852334
69,2020-04-24,"RT @RealCandaceO: You routinely complain that poverty is the reason that more minorities will die from Covid-19. 

—but you advocate for a…",routin complain poverti reason minor die covid19 advoc,0.7284326037714407
70,2020-04-24,RT @SafetyPinDaily: How science denial on the political right hampers the US response to COVID-19 || Via PRI https://t.co/1jLFMocan5,scienc denial polit right hamper respons covid19 via pri,0.7347442834655329
71,2020-04-24,Wait! If injecting #Clorox does not work against COVID-19 there is always #Brawndo! It has electrolytes!,wait inject work covid19 alway electrolyt,0.6637578381543272
72,2020-04-24,"RT @andreacjames: Louisiana’s longest-serving incarcerated woman is supposed to be free. Instead, she has Covid-19. https://t.co/KAptGUlKeY…",louisiana longest serv incarcer woman suppos free instead covid19,0.6241665433760502
73,2020-04-24,"RT @waltshaub: You know who disclosed stock in companies affected by the government's coronavirus response? Marc Short, chief of staff for…",know disclos stock compani affect govern coronaviru respons marc short chief staff,0.7485800010518733
74,2020-04-24,RT @VanityTrust: If you personally know someone who has tested positive for covid -19 retweet this. People need to see how close it really…,person know someon test posit covid19 retweet peopl need see close realli,0.15017891646755033
75,2020-04-24,"Top story: White-Hat Hackers Help 'Fold' COVID-19 Proteins https://t.co/1uQcFqDivF, see more https://t.co/Foqoq727h0",top stori white hat hacker help fold covid19 protein see,0.28390301777614674
76,2020-04-24,"“At Fort Dix, as of April 23, 12 prisoners and four staff members are confirmed to have COVID-19. But civil rights… https://t.co/LTLhr9Dng7",fort dix april prison four staff member confirm covid19 civil right,0.8091285187756693
77,2020-04-24,"@devlarri Trust me, COVID-19 will be over soon, and I'll be waiting for you. Elenu sobolo bí garden fork",trust covid19 soon wait elenu sobolo garden fork,0.6473444628605076
78,2020-04-24,"RT @IlhanMN: Congress should not go home until we have a clear timeline on a relief package that:

- Provides monthly and universal cash as…",congress go home clear timelin relief packag provid monthli univers cash,0.29077052036549234
79,2020-04-24,RT @KarlenePetitt: Every person who has to go to work should be tested. Why only test those with symptoms?  If they want this to stop sprea…,everi person go work test test symptom want stop sprea,0.28076710494025264
80,2020-04-25,"RT @starknightz: 17. News: While Everyone Talks About Covid-19, Democrats Attempt to Sneak In Strictest Gun Control Measures Ever https://t…",news everyon talk covid19 democrat attempt sneak strictest gun control measur ever,0.7269149955886288
81,2020-04-25,RT @kcvenugopalmp: A meeting of PCC &amp; DCC presidents in @INCKarnataka was held today through video conferencing to co-ordinate &amp; assess Cov…,meet pcc dcc presid held today video conferenc co ordin ass cov,0.22501213122501076
82,2020-04-25,RT @Goss30Goss: You just can't make this shit up. A doggie breeder has been tasked to lead the Covid-19 pandemic task force. 85-90% of thes…,make shit doggi breeder task lead covid19 pandem task forc the,0.7247439869321686
83,2020-04-25,"RT @DavMicRot: As of 7:18 PM ET tonight, US has 49,759 *confirmed* deaths to COVID-19. Will pass grim milestone of 50,000 *confirmed* death…",pm et tonight confirm death covid19 pa grim mileston confirm death,0.715411676271789
84,2020-04-25,RT @elderofziyon: I just looked at the study that claimed that COVID-19 patients who took hydrocholoquine were more likely to die than thos…,look studi claim covid19 patient took hydrocholoquin like die tho,0.25898894108957704
85,2020-04-25,RT @benshapiro: Kentucky's total state debt was $13.7 billion as of 2015. NY's was $137 billion. If the idea is that the feds should fill i…,kentucki total state debt billion ny billion idea fed fill,0.300607253316192
86,2020-04-25,"RT @KateDewhirst: NEW! These are legal resources for healthcare organizations in Ontario responding to the COVID-19 pandemic.
https://t.co/…",new legal resourc healthcar organ ontario respond covid19 pandem,0.706394238794225
87,2020-04-25,RT @ScottyPatriot1: Two Elder Doctors self-treat with Zinc &amp; Hydroxychloroquine... recover fully from COVID-19 https://t.co/CiA39vgwRi,two elder doctor self treat zinc hydroxychloroquin recov fulli covid19,0.23925550461157474
88,2020-04-25,"RT @Ali_H_Soufan: In some cases, the perpetrators have been encouraged by opportunistic social and political leaders who, rather than work…",case perpetr encourag opportunist social polit leader rather work,0.30395914831677406
89,2020-04-25,"RT @mitchellvii: Statistically speaking, given the new antibody tests and mortality rates we KNOW have been jacked, COVID-19 is no more dea…",statist speak given new antibodi test mortal rate know jack covid19 dea,0.2614611500857295
90,2020-04-25,"RT @Garou_Hidalgo: @DrTedros The @WHO warned of COVID-19 in early January.
Trump was busy golfing 🤡

#Covid_19 #COVIDー19
https://t.co/sI8N0…",warn covid19 earli januari trump busi golf,0.4050267067828044
91,2020-04-25,"RT @assumptionlive: Katie Russell has nominated her aunt Shirley, who is working in the Covid-19 ward in the Ulster hospital. Thank you!👏👏👏…",kati russel nomin aunt shirley work covid19 ward ulster hospit thank,0.7455807484683947
92,2020-04-25,RT @KeiraSavage00: The Chinese Embassy in Australia sends another letter to the Daily Telegraph accusing them of ‘maliciously linking COVID…,chines embassi australia send anoth letter daili telegraph accus malici link covid19,0.7300023954627246
93,2020-04-25,"RT @bvanhool_van: DUMPED ...BEAUTIFUL CD GIRL💔ON DEATH ROW💔""BECAUSE OF""....COVID 19 &amp; WHATEVER THEIR MANY EMPTY KENNELS THEY ARE KILLING MA…",dump beauti cd girlon death row covid19 whatev mani empti kennel kill,0.7598445008763757
94,2020-04-25,COVID-19 The impact on disabled people in N.Ireland. Please complete our survey. Your voice matters!… https://t.co/SSBRgsBcwl,covid19 impact disabl peopl ireland pleas complet survey voic matter,0.18859818173496626
95,2020-04-25,"RT @Cryptome_org: The Military Role in Combating COVID-19
https://t.co/v0f2T42BUu",militari role combat covid19,0.753987390565028
96,2020-04-25,Update: #Covid_19 work continuing on implementation of emergency COVID-19 #SocialDistancing traffic measures at a n… https://t.co/ZgjVdNbnej,updat work continu implement emerg covid19 traffic measur ,0.754140365889014
97,2020-04-25,"A Plan for Getting Books Returned? We'll Deal With That Later, Say Librarians. https://t.co/yQKd4mOe7W",plan get book return deal later say librarian,0.5884443299463581
98,2020-04-26,"RT @RaccoonRadio: This week, the City of Perry partnered with the Chamber of Commerce to launch a local COVID-19 economic stimulus program,…",week citi perri partner chamber commerc launch local covid19 econom stimulu program,0.2915214539763633
99,2020-04-26,Bangladesh decide to extend COVID-19 shutdown for 10 more days until May 5. They initially declared general holiday… https://t.co/mY8WEn5gbb,bangladesh decid extend covid19 shutdown day may initi declar gener holiday,0.6932994001816934
100,2020-04-26,Word! Imagine the devastating impact Trudeau’s irresponsible call to label all plastics “toxic” would have had on C… https://t.co/qUrJgBE9Uw,word imagin devast impact trudeau irrespons call label plastic toxic would ,0.11857414700619724
101,2020-04-26,RT @MohamedNasheed: Harry Jayawardena from Aitken Spence called &amp; offered Govt use of his resort on Hudhuranfushi to help with COVID-19 eff…,harri jayawardena aitken spenc call offer govt use resort hudhuranfushi help covid19 eff,0.7851409907809601
102,2020-04-26,"RT @Bhayankur: Covid tests are free in Bangladesh, have a highly regulated minimal cost in the private sector and cost Rs 2400 in the priva…",covid19 test free bangladesh highli regul minim cost privat sector cost priva,0.7640576905381237
103,2020-04-26,Trump: proposes irradiating your body with UV light and injecting cleaning products directly into your bloodstream… https://t.co/CwWLoTEphK,trump propos irradi bodi uv light inject clean product directli bloodstream,0.7299190801914367
104,2020-04-26,What is the half life of Covid-19 inside versus sunlight. 30 minutes versus 3 seconds? https://t.co/ClP3M4azqO,half life covid19 insid versu sunlight minut versu second,0.27897688040806595
105,2020-04-26,RT @BillGates: There’s no question the United States missed the opportunity to get ahead of the novel #coronavirus. But the window for maki…,question unit state miss opportun get ahead novel window maki,0.1624058414907191
106,2020-04-26,"RT @JPubEcon: Announcing a special call for papers at the Journal of Public Economics on COVID-19!

  * Shorter papers (6K words)

  * Fast…",announc special call paper journal public econom covid19 shorter paper word fast,0.22975798571586062
107,2020-04-26,"RT @bvanhool_van: 💔IN THE LAST ""INTAKES"" ID ALREADY USED ODD🤔ON DEATH ROW💔""BECAUSE OF""COVID 19 &amp; WHATEVER THEIR EMPTY KENNELS THEY ARE KILL…",last intak id alreadi use odd death row covid19 whatev empti kennel kill,0.7351284285607546
108,2020-04-26,"RT @FridayForFuture: Live from Berlin, where thousands of activists have sent in their demonstration signs this week. Together, we demand o…",live berlin thousand activist sent demonstr sign week togeth demand,0.7651939712174394
109,2020-04-26,"RT @hpcl_retail: The #AarogyaSetuapp helps you stay safe and gives you the latest news and updates about COVID-19.

 iOS: https://t.co/ZEUz…",help stay safe give latest news updat covid19 io,0.2798496140631441
110,2020-04-26,"RT @PTI_News: COVID-19 situation especially serious in Ahmedabad, Surat, Thane, Hyderabad, Chennai: MHA",covid19 situat especi seriou ahmedabad surat thane hyderabad chennai mha,0.7247643677858486
111,2020-04-26,RT @sciadrace: Finally finished this COVID-19 trans I've been working on since last week. YAY 😍 https://t.co/4BiEP1akVH,final finish covid19 tran work sinc last week yay,0.2290467806784807
112,2020-04-26,"RT @Shaunghosh: Just looking ahead 

will the Covid 19 be given with your Flu Jab each year in the future 

Get your money on the ""Pharma S…",look ahead covid19 given flu jab year futur get money pharma,0.23226854463186933
113,2020-04-26,BREAKING: 16 new cases of #Covid_19 confirmed Kenya. 11 of this are from Nairobi and 5 from Mombasa. Diet guideline… https://t.co/4ceEORWy2z,break new case confirm kenya nairobi mombasa diet guidelin,0.18958035049178185
114,2020-04-26,"RT @NursingNotesUK: It is with great sadness we announce that support worker Kirsty Jones has sadly died from COVID-19. Colleagues said, Ki…",great sad announc support worker kirsti jone sadli die covid19 colleagu said ki,0.16477150492534626
115,2020-04-26,"RT @Ian_Fraser: Dominic Cummings and Ben Warner, a data scientist who worked with on the #VoteLeave campaign, are both on the secretive Sci…",domin cum ben warner data scientist work campaign secret sci,0.7631816907745381
116,2020-04-27,RT @davidicke: Rumours about Kim Jong-un's health intensify as Chinese medical team is sent to North Korea to advise on his care after 'hea…,rumour kim jong un health intensifi chines medic team sent north korea advis care hea,0.7461652199196447
117,2020-04-27,"RT @INCGoa: The Incompetent Modi Govt, inspite of timely warnings from @WHO &amp; @RahulGandhi, was ill-prepared, &amp; this has only added to our…",incompet modi govt inspit time warn ill prepar ad,0.758506252655928
118,2020-04-27,"RT @ABC: NEW: Maryland sends out emergency alert after receiving more than 100 calls on consuming disinfectant, governor's office says. htt…",new maryland send emerg alert receiv call consum disinfect governor offic say htt,0.7447945453718019
119,2020-04-27,RT @sanjayjavin: #BiharFightsCorona 1st update of the day.5 more covid-19 +ve case in bihar taking the total to 228.                  2-mal…,st updat day covid19 case bihar take total mal,0.6973761711445722
120,2020-04-27,#Covid_19 Distanciation sociale ? https://t.co/LWYNmI5MbB,distanci social,0.744836294045871
121,2020-04-27,"“Scale of government's Covid-19 negligence is worse than ‘Hillsborough 400 times over’ says @KenLoachSixteen 
https://t.co/WXpkCd3cSC",scale govern covid19 neglig wors hillsborough time say,0.6809261253785771
122,2020-04-27,"RT @grantstern: #Covid_19 is causing strokes in young people.

This is REALLY scary stuff.

But it is treatable if caught early. https://t.…",caus stroke young peopl realli scari stuff treatabl caught earli,0.6596055782501921
123,2020-04-27,"@tanyalewis314 @sciam @US_FDA Thank you, nice summary of all potential drugs. There is also a very short but to the… https://t.co/gkX4vsbhlS",thank nice summari potenti drug also short,0.2005335728233915
124,2020-04-27,RT @davidmweissman: I am still in shock I voted for a man who advised people with #Covid_19 to INJECT Clorox bleach.,still shock vote man advis peopl inject clorox bleach,0.7893936275156211
125,2020-04-27,"3D printing technology brings CURA and JUPE to fight #pandemicarchitecture #Covid_19 #coronavirus 

CURA: open-sour… https://t.co/GOrqL8MFfF",print technolog bring cura jupe fight cura open sour,0.25350844122491034
126,2020-04-27,RT @DerbyChrisW: Excellent article by @dorset_eye. Successive Tory &amp; New Labour govts have been peddling a lie to the British public for de…,excel articl success tori new labour govt peddl lie british public de,0.2115746353745277
127,2020-04-27,"Level 5 means there is a high increase in cases, and a low level of capacity in the health service. #CoronavirusinSA https://t.co/o10Y7deOJc",level mean high increas case low level capac health servic,0.7341164752373279
128,2020-04-27,"RT @doctor_oxford: Was it his flirtation with eugenics, his complicity in electoral fraud or his contempt for the NHS that made Dominic Cum…",flirtat eugen complic elector fraud contempt nh made domin cum,0.7639627395940791
129,2020-04-27,RT @NRECANews: New economic projections show the nation’s electric co-ops could suffer up to $10 billion in lost revenue through 2022 as a…,new econom project show nation electr co op could suffer billion lost revenu,0.7489321996782848
130,2020-04-27,RT @BillGates: Halting funding for the World Health Organization during a world health crisis is as dangerous as it sounds. Their work is s…,halt fund world health organ world health crisi danger sound work,0.28380156732564144
131,2020-04-27,"RT @pmdfoster: So the @guardian reveals that Dom Cummings was attending SAGE, the secret science advisory group - something @DLidington say…",reveal dom cum attend sage secret scienc advisori group someth say,0.2834669965329163
132,2020-04-28,"Proper handwashing is believed to be effective measure for the prevention of COVID-19. But in Tikapur Municipality,… https://t.co/ygyGOt7f2v",proper handwash believ effect measur prevent covid19 tikapur municip,0.297966881915715
133,2020-04-28,RT @SkyNews: Coronavirus: Plasma treatment for COVID-19 patients to be trialled https://t.co/FAswxkvK9b,coronaviru plasma treatment covid19 patient triall,0.21236183004839962
134,2020-04-28,RT @Suhelseth: So all you Western Media jokers: have the grace to give India some credit. We are doing a much better job than all you dolts…,western medium joker grace give india credit much better job dolt,0.7230251481609064
135,2020-04-28,"Online safety resources for parents and teachers during COVID-19 #Covid_19 #esafety #onlinesafety 

https://t.co/xvhFyxiD8e",onlin safeti resourc parent teacher covid19,0.16976453951410023
136,2020-04-28,RT @SethAbramson: ATTENTION: A picture is emerging—across 10 major-media investigative reports—of the COVID-19 outbreak in the U.S. as a br…,attent pictur emerg across major medium investig report covid19 outbreak br,0.6818675706702187
137,2020-04-28,"RT @ChaudhryShankar: Respected PM 
Shri @narendramodi Ji, 

Honouring your call, 207134 Milk Producer families of Banaskantha Dist associat…",respect pm shri ji honour call milk produc famili banaskantha dist associat,0.2694565364680217
138,2020-04-28,RT @AlderHey: 6 month old Erin 👶 was recently diagnosed with #COVID19 and was in an isolation room here for 14 days with mum Emma whilst be…,month old erin recent diagnos isol room day mum emma whilst,0.7091404389959893
139,2020-04-28,@beajayemac @siskinredpoll Covid-19 must be reduced to low levels before the flu season here starts. The demand for… https://t.co/rmLBbkz7sR,covid19 must reduc low level flu season start demand,0.2012655085537234
140,2020-04-28,"RT @carolecadwalla: This is, and I do not say this lightly, unfuckingbelievable

https://t.co/z26N4qouix",say lightli unfuckingbeliev,0.2383048464221506
141,2020-04-28,"RT @BarackObama: If we want life to approach anything like normal anytime soon, we need a comprehensive testing program. It’s not going to…",want life approach anyth like normal anytim soon need comprehens test program go,0.6704569735223872
