Word,Popularity,Probability
disabl,7,0.00044498124721886723
word,7,0.00044498124721886723
journal,7,0.00044498124721886723
togeth,7,0.00044498124721886723
futur,7,0.00044498124721886723
sad,7,0.00044498124721886723
north,7,0.00044498124721886723
ill,7,0.00044498124721886723
st,7,0.00044498124721886723
vote,7,0.00044498124721886723
better,7,0.00044498124721886723
nigeria,7,0.00044498124721886723
littl,7,0.00044498124721886723
anyon,7,0.00044498124721886723
account,7,0.00044498124721886723
despit,7,0.00044498124721886723
act,7,0.00044498124721886723
figur,7,0.00044498124721886723
fail,7,0.00044498124721886723
region,7,0.00044498124721886723
nearli,7,0.00044498124721886723
franc,7,0.00044498124721886723
war,7,0.00044498124721886723
came,7,0.00044498124721886723
visit,7,0.00044498124721886723
http,7,0.00044498124721886723
six,7,0.00044498124721886723
three,7,0.00044498124721886723
toward,7,0.00044498124721886723
analysi,7,0.00044498124721886723
frontlin,7,0.00044498124721886723
consid,7,0.00044498124721886723
england,7,0.00044498124721886723
cdc,7,0.00044498124721886723
hard,7,0.00044498124721886723
name,7,0.00044498124721886723
taken,7,0.00044498124721886723
turn,7,0.00044498124721886723
reach,7,0.00044498124721886723
count,7,0.00044498124721886723
cnn,7,0.00044498124721886723
street,7,0.00044498124721886723
zealand,7,0.00044498124721886723
applic,7,0.00044498124721886723
play,7,0.00044498124721886723
press,7,0.00044498124721886723
brief,7,0.00044498124721886723
sure,7,0.00044498124721886723
messag,7,0.00044498124721886723
wave,7,0.00044498124721886723
tulsa,7,0.00044498124721886723
larg,6,0.0003814124976161719
threat,6,0.0003814124976161719
mortal,6,0.0003814124976161719
speak,6,0.0003814124976161719
statement,6,0.0003814124976161719
maintain,6,0.0003814124976161719
technolog,6,0.0003814124976161719
di,6,0.0003814124976161719
parent,6,0.0003814124976161719
dy,6,0.0003814124976161719
admit,6,0.0003814124976161719
indian,6,0.0003814124976161719
line,6,0.0003814124976161719
deni,6,0.0003814124976161719
compani,6,0.0003814124976161719
took,6,0.0003814124976161719
suspend,6,0.0003814124976161719
fire,6,0.0003814124976161719
governor,6,0.0003814124976161719
advoc,6,0.0003814124976161719
civil,6,0.0003814124976161719
shit,6,0.0003814124976161719
tonight,6,0.0003814124976161719
ward,6,0.0003814124976161719
australia,6,0.0003814124976161719
survey,6,0.0003814124976161719
combat,6,0.0003814124976161719
implement,6,0.0003814124976161719
shutdown,6,0.0003814124976161719
propos,6,0.0003814124976161719
product,6,0.0003814124976161719
half,6,0.0003814124976161719
final,6,0.0003814124976161719
cum,6,0.0003814124976161719
safeti,6,0.0003814124976161719
approach,6,0.0003814124976161719
normal,6,0.0003814124976161719
economi,6,0.0003814124976161719
twitter,6,0.0003814124976161719
shift,6,0.0003814124976161719
cover,6,0.0003814124976161719
neg,6,0.0003814124976161719
hong,6,0.0003814124976161719
kong,6,0.0003814124976161719
els,6,0.0003814124976161719
manufactur,6,0.0003814124976161719
law,6,0.0003814124976161719
union,6,0.0003814124976161719
donald,6,0.0003814124976161719
perform,6,0.0003814124976161719
biggest,6,0.0003814124976161719
lift,6,0.0003814124976161719
philippin,6,0.0003814124976161719
employ,6,0.0003814124976161719
promot,6,0.0003814124976161719
europ,6,0.0003814124976161719
morn,6,0.0003814124976161719
discuss,6,0.0003814124976161719
urg,6,0.0003814124976161719
price,6,0.0003814124976161719
committe,6,0.0003814124976161719
trial,6,0.0003814124976161719
sa,6,0.0003814124976161719
chanc,6,0.0003814124976161719
adult,6,0.0003814124976161719
request,6,0.0003814124976161719
georg,6,0.0003814124976161719
rais,6,0.0003814124976161719
difficult,6,0.0003814124976161719
march,6,0.0003814124976161719
wa,6,0.0003814124976161719
stand,6,0.0003814124976161719
heart,6,0.0003814124976161719
johnson,6,0.0003814124976161719
mall,6,0.0003814124976161719
russian,6,0.0003814124976161719
relax,6,0.0003814124976161719
age,6,0.0003814124976161719
parti,6,0.0003814124976161719
note,6,0.0003814124976161719
detail,6,0.0003814124976161719
mail,6,0.0003814124976161719
sampl,6,0.0003814124976161719
murder,6,0.0003814124976161719
lab,6,0.0003814124976161719
publish,6,0.0003814124976161719
covi,6,0.0003814124976161719
easi,6,0.0003814124976161719
ministri,6,0.0003814124976161719
love,6,0.0003814124976161719
front,6,0.0003814124976161719
spike,6,0.0003814124976161719
gop,6,0.0003814124976161719
manag,6,0.0003814124976161719
game,6,0.0003814124976161719
california,6,0.0003814124976161719
largest,6,0.0003814124976161719
funer,5,0.00031784374801347657
later,5,0.00031784374801347657
januari,5,0.00031784374801347657
anyth,5,0.00031784374801347657
devast,5,0.00031784374801347657
muslim,5,0.00031784374801347657
season,5,0.00031784374801347657
smoke,5,0.00031784374801347657
ongo,5,0.00031784374801347657
list,5,0.00031784374801347657
thread,5,0.00031784374801347657
book,5,0.00031784374801347657
elain,5,0.00031784374801347657
park,5,0.00031784374801347657
ebola,5,0.00031784374801347657
extend,5,0.00031784374801347657
forward,5,0.00031784374801347657
inject,5,0.00031784374801347657
serv,5,0.00031784374801347657
cash,5,0.00031784374801347657
fill,5,0.00031784374801347657
legal,5,0.00031784374801347657
ontario,5,0.00031784374801347657
aunt,5,0.00031784374801347657
letter,5,0.00031784374801347657
complet,5,0.00031784374801347657
initi,5,0.00031784374801347657
cost,5,0.00031784374801347657
light,5,0.00031784374801347657
insid,5,0.00031784374801347657
especi,5,0.00031784374801347657
sadli,5,0.00031784374801347657
colleagu,5,0.00031784374801347657
domin,5,0.00031784374801347657
stroke,5,0.00031784374801347657
potenti,5,0.00031784374801347657
print,5,0.00031784374801347657
success,5,0.00031784374801347657
halt,5,0.00031784374801347657
danger,5,0.00031784374801347657
teacher,5,0.00031784374801347657
tv,5,0.00031784374801347657
hardest,5,0.00031784374801347657
tackl,5,0.00031784374801347657
noth,5,0.00031784374801347657
immun,5,0.00031784374801347657
appreci,5,0.00031784374801347657
limit,5,0.00031784374801347657
eas,5,0.00031784374801347657
brazil,5,0.00031784374801347657
aid,5,0.00031784374801347657
grant,5,0.00031784374801347657
entir,5,0.00031784374801347657
zero,5,0.00031784374801347657
histori,5,0.00031784374801347657
conduct,5,0.00031784374801347657
central,5,0.00031784374801347657
panel,5,0.00031784374801347657
petit,5,0.00031784374801347657
power,5,0.00031784374801347657
music,5,0.00031784374801347657
natur,5,0.00031784374801347657
salut,5,0.00031784374801347657
madagascar,5,0.00031784374801347657
council,5,0.00031784374801347657
mind,5,0.00031784374801347657
worst,5,0.00031784374801347657
unemploy,5,0.00031784374801347657
pro,5,0.00031784374801347657
friday,5,0.00031784374801347657
guidanc,5,0.00031784374801347657
bori,5,0.00031784374801347657
se,5,0.00031784374801347657
elect,5,0.00031784374801347657
heard,5,0.00031784374801347657
head,5,0.00031784374801347657
webinar,5,0.00031784374801347657
catch,5,0.00031784374801347657
past,5,0.00031784374801347657
financ,5,0.00031784374801347657
particip,5,0.00031784374801347657
senior,5,0.00031784374801347657
outsid,5,0.00031784374801347657
shop,5,0.00031784374801347657
eress,5,0.00031784374801347657
recommend,5,0.00031784374801347657
shut,5,0.00031784374801347657
prime,5,0.00031784374801347657
abl,5,0.00031784374801347657
cop,5,0.00031784374801347657
men,5,0.00031784374801347657
fatal,5,0.00031784374801347657
possibl,5,0.00031784374801347657
fault,5,0.00031784374801347657
blame,5,0.00031784374801347657
cooper,5,0.00031784374801347657
oh,5,0.00031784374801347657
gave,5,0.00031784374801347657
mr,5,0.00031784374801347657
truth,5,0.00031784374801347657
went,5,0.00031784374801347657
tuesday,5,0.00031784374801347657
big,5,0.00031784374801347657
lose,5,0.00031784374801347657
page,5,0.00031784374801347657
church,5,0.00031784374801347657
ka,5,0.00031784374801347657
district,5,0.00031784374801347657
regim,5,0.00031784374801347657
remain,5,0.00031784374801347657
event,5,0.00031784374801347657
owner,5,0.00031784374801347657
transmiss,5,0.00031784374801347657
monday,5,0.00031784374801347657
floyd,5,0.00031784374801347657
republican,5,0.00031784374801347657
arizona,5,0.00031784374801347657
facil,4,0.00025427499841078127
nd,4,0.00025427499841078127
ne,4,0.00025427499841078127
point,4,0.00025427499841078127
slam,4,0.00025427499841078127
though,4,0.00025427499841078127
etc,4,0.00025427499841078127
lack,4,0.00025427499841078127
medicin,4,0.00025427499841078127
late,4,0.00025427499841078127
block,4,0.00025427499841078127
lock,4,0.00025427499841078127
curv,4,0.00025427499841078127
doubt,4,0.00025427499841078127
fear,4,0.00025427499841078127
la,4,0.00025427499841078127
opportun,4,0.00025427499841078127
court,4,0.00025427499841078127
justic,4,0.00025427499841078127
proud,4,0.00025427499841078127
institut,4,0.00025427499841078127
excess,4,0.00025427499841078127
hotel,4,0.00025427499841078127
heal,4,0.00025427499841078127
view,4,0.00025427499841078127
write,4,0.00025427499841078127
danc,4,0.00025427499841078127
wait,4,0.00025427499841078127
artist,4,0.00025427499841078127
wonder,4,0.00025427499841078127
honour,4,0.00025427499841078127
stock,4,0.00025427499841078127
soon,4,0.00025427499841078127
congress,4,0.00025427499841078127
packag,4,0.00025427499841078127
attempt,4,0.00025427499841078127
held,4,0.00025427499841078127
ny,4,0.00025427499841078127
statist,4,0.00025427499841078127
row,4,0.00025427499841078127
ireland,4,0.00025427499841078127
voic,4,0.00025427499841078127
matter,4,0.00025427499841078127
militari,4,0.00025427499841078127
role,4,0.00025427499841078127
deal,4,0.00025427499841078127
partner,4,0.00025427499841078127
holiday,4,0.00025427499841078127
directli,4,0.00025427499841078127
ahead,4,0.00025427499841078127
window,4,0.00025427499841078127
paper,4,0.00025427499841078127
fast,4,0.00025427499841078127
situat,4,0.00025427499841078127
seriou,4,0.00025427499841078127
ahmedabad,4,0.00025427499841078127
ben,4,0.00025427499841078127
modi,4,0.00025427499841078127
bihar,4,0.00025427499841078127
young,4,0.00025427499841078127
summari,4,0.00025427499841078127
labour,4,0.00025427499841078127
attend,4,0.00025427499841078127
pictur,4,0.00025427499841078127
respect,4,0.00025427499841078127
shri,4,0.00025427499841078127
room,4,0.00025427499841078127
reduc,4,0.00025427499841078127
knew,4,0.00025427499841078127
border,4,0.00025427499841078127
surpass,4,0.00025427499841078127
wow,4,0.00025427499841078127
therapi,4,0.00025427499841078127
caput,4,0.00025427499841078127
agenc,4,0.00025427499841078127
loss,4,0.00025427499841078127
among,4,0.00025427499841078127
pray,4,0.00025427499841078127
sanit,4,0.00025427499841078127
conspiraci,4,0.00025427499841078127
protocol,4,0.00025427499841078127
arriv,4,0.00025427499841078127
display,4,0.00025427499841078127
fall,4,0.00025427499841078127
canada,4,0.00025427499841078127
germani,4,0.00025427499841078127
lawyer,4,0.00025427499841078127
regard,4,0.00025427499841078127
night,4,0.00025427499841078127
abus,4,0.00025427499841078127
penni,4,0.00025427499841078127
ha,4,0.00025427499841078127
paul,4,0.00025427499841078127
drop,4,0.00025427499841078127
virtual,4,0.00025427499841078127
requir,4,0.00025427499841078127
volunt,4,0.00025427499841078127
aliv,4,0.00025427499841078127
colleg,4,0.00025427499841078127
built,4,0.00025427499841078127
beat,4,0.00025427499841078127
mark,4,0.00025427499841078127
regularli,4,0.00025427499841078127
access,4,0.00025427499841078127
mandat,4,0.00025427499841078127
elderli,4,0.00025427499841078127
cm,4,0.00025427499841078127
disinform,4,0.00025427499841078127
gather,4,0.00025427499841078127
asymptomat,4,0.00025427499841078127
usa,4,0.00025427499841078127
adapt,4,0.00025427499841078127
accord,4,0.00025427499841078127
custom,4,0.00025427499841078127
dad,4,0.00025427499841078127
indor,4,0.00025427499841078127
red,4,0.00025427499841078127
dstv,4,0.00025427499841078127
payment,4,0.00025427499841078127
notic,4,0.00025427499841078127
plant,4,0.00025427499841078127
store,4,0.00025427499841078127
worri,4,0.00025427499841078127
contract,4,0.00025427499841078127
five,4,0.00025427499841078127
player,4,0.00025427499841078127
approv,4,0.00025427499841078127
wife,4,0.00025427499841078127
icu,4,0.00025427499841078127
immigr,4,0.00025427499841078127
blog,4,0.00025427499841078127
fals,4,0.00025427499841078127
contribut,4,0.00025427499841078127
arm,4,0.00025427499841078127
reflect,4,0.00025427499841078127
center,4,0.00025427499841078127
professor,4,0.00025427499841078127
signific,4,0.00025427499841078127
websit,4,0.00025427499841078127
statu,4,0.00025427499841078127
gate,4,0.00025427499841078127
direct,4,0.00025427499841078127
focu,4,0.00025427499841078127
charg,4,0.00025427499841078127
passeng,4,0.00025427499841078127
longer,4,0.00025427499841078127
sorri,4,0.00025427499841078127
elor,4,0.00025427499841078127
addit,4,0.00025427499841078127
contain,4,0.00025427499841078127
peak,4,0.00025427499841078127
cri,4,0.00025427499841078127
eect,4,0.00025427499841078127
ensur,4,0.00025427499841078127
god,4,0.00025427499841078127
failur,4,0.00025427499841078127
societi,4,0.00025427499841078127
carri,4,0.00025427499841078127
present,4,0.00025427499841078127
air,4,0.00025427499841078127
refus,4,0.00025427499841078127
flight,4,0.00025427499841078127
suicid,4,0.00025427499841078127
transport,4,0.00025427499841078127
spot,4,0.00025427499841078127
movement,4,0.00025427499841078127
modern,4,0.00025427499841078127
tribut,4,0.00025427499841078127
taxi,4,0.00025427499841078127
climat,4,0.00025427499841078127
prove,4,0.00025427499841078127
cancer,4,0.00025427499841078127
blood,4,0.00025427499841078127
land,4,0.00025427499841078127
wh,4,0.00025427499841078127
celebr,4,0.00025427499841078127
hn,4,0.00025427499841078127
chicago,4,0.00025427499841078127
mine,4,0.00025427499841078127
bed,4,0.00025427499841078127
leav,4,0.00025427499841078127
origin,4,0.00025427499841078127
hotspot,4,0.00025427499841078127
began,4,0.00025427499841078127
host,4,0.00025427499841078127
mcconnel,4,0.00025427499841078127
lo,4,0.00025427499841078127
quit,4,0.00025427499841078127
match,4,0.00025427499841078127
aur,4,0.00025427499841078127
employe,4,0.00025427499841078127
benefit,4,0.00025427499841078127
infecti,4,0.00025427499841078127
worldwid,4,0.00025427499841078127
gt,4,0.00025427499841078127
enjoy,4,0.00025427499841078127
vulner,4,0.00025427499841078127
address,4,0.00025427499841078127
seven,4,0.00025427499841078127
guess,4,0.00025427499841078127
grow,4,0.00025427499841078127
distract,4,0.00025427499841078127
email,4,0.00025427499841078127
sourc,4,0.00025427499841078127
hey,4,0.00025427499841078127
folk,4,0.00025427499841078127
texa,4,0.00025427499841078127
huge,4,0.00025427499841078127
cough,4,0.00025427499841078127
singapor,4,0.00025427499841078127
spat,4,0.00025427499841078127
riot,4,0.00025427499841078127
color,4,0.00025427499841078127
austin,4,0.00025427499841078127
within,4,0.00025427499841078127
cbn,3,0.00019070624880808594
target,3,0.00019070624880808594
certain,3,0.00019070624880808594
whilst,3,0.00019070624880808594
duti,3,0.00019070624880808594
text,3,0.00019070624880808594
nyc,3,0.00019070624880808594
key,3,0.00019070624880808594
pelosi,3,0.00019070624880808594
